Unnamed: 0,posteam,home_team,home_wp,away_wp,yardline_100,home_timeouts_remaining,away_timeouts_remaining,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,qtr,down,goal_to_go,ydstogo,play_type,score_differential,shotgun,no_huddle
21394,MIN,MIN,0.42,0.58,60.0,3,3,798.0,1698.0,1698.0,3,2.0,0.0,6,pass,-4.0,0,1
21395,MIN,MIN,0.39,0.61,60.0,3,3,795.0,1695.0,1695.0,3,3.0,0.0,6,pass,-4.0,1,0
21396,MIN,MIN,0.36,0.64,55.0,3,3,753.0,1653.0,1653.0,3,4.0,0.0,1,pass,-4.0,1,0
21407,MIN,MIN,0.28,0.72,75.0,3,3,499.0,1399.0,1399.0,3,1.0,0.0,10,pass,-7.0,0,0
21408,MIN,MIN,0.24,0.76,77.0,3,3,484.0,1384.0,1384.0,3,2.0,0.0,12,run,-7.0,1,0
21409,MIN,MIN,0.24,0.76,71.0,3,3,445.0,1345.0,1345.0,3,3.0,0.0,6,pass,-7.0,1,0
21410,MIN,MIN,0.33,0.67,58.0,3,3,406.0,1306.0,1306.0,3,1.0,0.0,10,run,-7.0,0,0
21411,MIN,MIN,0.31,0.69,56.0,3,3,368.0,1268.0,1268.0,3,2.0,0.0,8,pass,-7.0,1,0
21413,MIN,MIN,0.12,0.88,80.0,3,3,353.0,1253.0,1253.0,3,1.0,0.0,10,run,-13.0,0,0
21414,MIN,MIN,0.11,0.89,77.0,3,3,319.0,1219.0,1219.0,3,2.0,0.0,7,pass,-13.0,1,0
21415,MIN,MIN,0.15,0.85,55.0,3,3,294.0,1194.0,1194.0,3,1.0,0.0,10,run,-13.0,0,0
21416,MIN,MIN,0.16,0.84,49.0,3,3,259.0,1159.0,1159.0,3,2.0,0.0,4,run,-13.0,0,0
21417,MIN,MIN,0.14,0.86,49.0,3,3,217.0,1117.0,1117.0,3,3.0,0.0,4,pass,-13.0,1,0
21437,MIN,MIN,0.06,0.94,75.0,3,2,575.0,575.0,575.0,4,1.0,0.0,10,pass,-16.0,1,0
21438,MIN,MIN,0.06,0.94,63.0,3,2,559.0,559.0,559.0,4,1.0,0.0,10,pass,-16.0,1,0
21439,MIN,MIN,0.07,0.93,55.0,3,2,533.0,533.0,533.0,4,2.0,0.0,2,run,-16.0,1,0
21440,MIN,MIN,0.07,0.93,52.0,3,2,500.0,500.0,500.0,4,1.0,0.0,10,pass,-16.0,1,0
21441,MIN,MIN,0.06,0.94,48.0,3,2,476.0,476.0,476.0,4,2.0,0.0,6,pass,-16.0,1,1
21442,MIN,MIN,0.07,0.93,39.0,3,2,442.0,442.0,442.0,4,1.0,0.0,10,pass,-16.0,1,1
21443,MIN,MIN,0.06,0.94,39.0,3,2,438.0,438.0,438.0,4,2.0,0.0,10,pass,-16.0,1,0
21444,MIN,MIN,0.05,0.95,46.0,3,2,406.0,406.0,406.0,4,3.0,0.0,17,pass,-16.0,1,0
21445,MIN,MIN,0.07,0.93,19.0,3,2,375.0,375.0,375.0,4,1.0,0.0,10,pass,-16.0,1,0
21447,MIN,MIN,0.08,0.92,6.0,3,2,342.0,342.0,342.0,4,1.0,1.0,6,pass,-16.0,1,0
21448,MIN,MIN,0.08,0.92,6.0,3,2,338.0,338.0,338.0,4,2.0,1.0,6,pass,-16.0,1,0
21449,MIN,MIN,0.08,0.92,1.0,3,2,302.0,302.0,302.0,4,3.0,1.0,1,run,-16.0,0,0
21450,MIN,MIN,0.05,0.95,1.0,3,2,270.0,270.0,270.0,4,4.0,1.0,1,pass,-16.0,1,0
21466,MIN,MIN,0.02,0.98,91.0,0,1,69.0,69.0,69.0,4,1.0,0.0,10,pass,-9.0,1,0
21467,MIN,MIN,0.01,0.99,84.0,0,1,47.0,47.0,47.0,4,2.0,0.0,3,pass,-9.0,1,0
21468,MIN,MIN,0.02,0.98,59.0,0,1,24.0,24.0,24.0,4,1.0,0.0,10,pass,-9.0,1,1
21470,MIN,MIN,0.0,1.0,46.0,0,1,6.0,6.0,6.0,4,2.0,0.0,10,pass,-9.0,1,0
22714,MIN,MIN,0.53,0.47,65.0,3,3,896.0,1796.0,3596.0,1,1.0,0.0,10,run,0.0,0,0
22715,MIN,MIN,0.53,0.47,60.0,3,3,864.0,1764.0,3564.0,1,2.0,0.0,5,pass,0.0,0,0
22716,MIN,MIN,0.58,0.42,45.0,3,3,821.0,1721.0,3521.0,1,1.0,0.0,10,run,0.0,0,0
22717,MIN,MIN,0.57,0.43,43.0,3,3,784.0,1684.0,3484.0,1,2.0,0.0,8,pass,0.0,1,0
22718,MIN,MIN,0.57,0.43,39.0,3,3,743.0,1643.0,3443.0,1,3.0,0.0,4,pass,0.0,1,0
22719,MIN,MIN,0.53,0.47,37.0,3,3,698.0,1598.0,3398.0,1,4.0,0.0,2,pass,0.0,1,0
22720,MIN,MIN,0.62,0.38,24.0,3,3,666.0,1566.0,3366.0,1,1.0,0.0,10,pass,0.0,0,0
22721,MIN,MIN,0.66,0.34,8.0,3,3,622.0,1522.0,3322.0,1,1.0,1.0,8,run,0.0,1,0
22722,MIN,MIN,0.7,0.3,1.0,3,3,599.0,1499.0,3299.0,1,1.0,1.0,1,run,0.0,0,0
22732,MIN,MIN,0.74,0.26,82.0,3,2,474.0,1374.0,3174.0,1,1.0,0.0,10,run,7.0,0,0
22733,MIN,MIN,0.76,0.24,75.0,3,2,444.0,1344.0,3144.0,1,2.0,0.0,3,run,7.0,0,0
22734,MIN,MIN,0.73,0.27,75.0,3,2,401.0,1301.0,3101.0,1,3.0,0.0,3,pass,7.0,1,0
22754,MIN,MIN,0.65,0.35,75.0,3,2,796.0,796.0,2596.0,2,1.0,0.0,10,pass,4.0,1,0
22755,MIN,MIN,0.68,0.32,64.0,3,2,763.0,763.0,2563.0,2,1.0,0.0,10,run,4.0,1,0
22756,MIN,MIN,0.67,0.33,62.0,3,2,720.0,720.0,2520.0,2,2.0,0.0,8,run,4.0,0,0
22757,MIN,MIN,0.68,0.32,57.0,3,2,679.0,679.0,2479.0,2,3.0,0.0,3,pass,4.0,1,0
22758,MIN,MIN,0.72,0.28,51.0,3,2,642.0,642.0,2442.0,2,1.0,0.0,10,pass,4.0,1,0
22771,MIN,MIN,0.58,0.42,75.0,3,1,285.0,285.0,2085.0,2,1.0,0.0,10,run,1.0,1,0
22772,MIN,MIN,0.73,0.27,5.0,3,1,237.0,237.0,2037.0,2,1.0,1.0,5,run,1.0,0,0
22773,MIN,MIN,0.74,0.26,2.0,3,1,205.0,205.0,2005.0,2,2.0,1.0,2,pass,1.0,1,0
22784,MIN,MIN,0.81,0.19,52.0,3,1,39.0,39.0,1839.0,2,1.0,0.0,10,pass,8.0,1,0
22786,MIN,MIN,0.84,0.16,25.0,3,1,28.0,28.0,1828.0,2,1.0,0.0,10,run,8.0,1,0
22789,MIN,MIN,0.85,0.15,15.0,2,1,17.0,17.0,1817.0,2,1.0,0.0,10,pass,8.0,1,0
22791,MIN,MIN,0.84,0.16,12.0,1,1,11.0,11.0,1811.0,2,2.0,0.0,7,pass,8.0,1,0
22800,MIN,MIN,0.86,0.14,71.0,3,3,778.0,1678.0,1678.0,3,1.0,0.0,10,run,11.0,0,0
22801,MIN,MIN,0.88,0.12,62.0,3,3,739.0,1639.0,1639.0,3,2.0,0.0,1,run,11.0,0,0
22802,MIN,MIN,0.88,0.12,59.0,3,3,699.0,1599.0,1599.0,3,1.0,0.0,10,run,11.0,0,0
22803,MIN,MIN,0.88,0.12,56.0,3,3,657.0,1557.0,1557.0,3,2.0,0.0,7,pass,11.0,0,0
22805,MIN,MIN,0.86,0.14,57.0,3,3,597.0,1497.0,1497.0,3,3.0,0.0,8,pass,11.0,1,0
22806,MIN,MIN,0.89,0.11,47.0,3,3,558.0,1458.0,1458.0,3,1.0,0.0,10,pass,11.0,1,0
22807,MIN,MIN,0.89,0.11,42.0,3,3,523.0,1423.0,1423.0,3,2.0,0.0,5,run,11.0,0,0
22808,MIN,MIN,0.88,0.12,43.0,3,3,479.0,1379.0,1379.0,3,3.0,0.0,6,pass,11.0,1,0
22816,MIN,MIN,0.89,0.11,59.0,3,3,303.0,1203.0,1203.0,3,1.0,0.0,10,pass,11.0,0,0
22817,MIN,MIN,0.89,0.11,53.0,3,3,269.0,1169.0,1169.0,3,2.0,0.0,4,run,11.0,0,0
22818,MIN,MIN,0.88,0.12,52.0,3,3,224.0,1124.0,1124.0,3,3.0,0.0,3,pass,11.0,1,0
22826,MIN,MIN,0.86,0.14,79.0,3,3,900.0,900.0,900.0,4,1.0,0.0,10,run,11.0,1,0
22827,MIN,MIN,0.85,0.15,78.0,3,3,865.0,865.0,865.0,4,2.0,0.0,9,pass,11.0,1,0
22829,MIN,MIN,0.84,0.16,78.0,3,3,799.0,799.0,799.0,4,3.0,0.0,9,pass,11.0,1,0
22830,MIN,MIN,0.9,0.1,54.0,3,3,775.0,775.0,775.0,4,1.0,0.0,10,pass,11.0,0,0
22831,MIN,MIN,0.91,0.09,48.0,3,3,743.0,743.0,743.0,4,2.0,0.0,4,run,11.0,0,0
22833,MIN,MIN,0.92,0.08,34.0,3,3,696.0,696.0,696.0,4,1.0,0.0,10,pass,11.0,1,0
22834,MIN,MIN,0.93,0.07,24.0,3,3,656.0,656.0,656.0,4,1.0,0.0,10,run,11.0,0,0
22835,MIN,MIN,0.93,0.07,20.0,3,3,620.0,620.0,620.0,4,2.0,0.0,6,run,11.0,0,0
22863,MIN,MIN,1.0,0.0,49.0,2,3,69.0,69.0,69.0,4,1.0,0.0,10,run,14.0,0,0
22865,MIN,MIN,1.0,0.0,47.0,2,2,64.0,64.0,64.0,4,2.0,0.0,8,run,14.0,0,0
22867,MIN,MIN,1.0,0.0,47.0,2,1,59.0,59.0,59.0,4,3.0,0.0,8,run,14.0,0,0
28192,MIN,CHI,0.5,0.5,75.0,3,3,900.0,1800.0,3600.0,1,1.0,0.0,10,pass,0.0,1,0
28193,MIN,CHI,0.47,0.53,67.0,3,3,866.0,1766.0,3566.0,1,2.0,0.0,2,run,0.0,0,0
28194,MIN,CHI,0.48,0.52,66.0,3,3,821.0,1721.0,3521.0,1,3.0,0.0,1,run,0.0,0,0
28210,MIN,CHI,0.51,0.49,60.0,2,3,358.0,1258.0,3058.0,1,1.0,0.0,10,run,-3.0,1,0
28211,MIN,CHI,0.52,0.48,58.0,2,3,320.0,1220.0,3020.0,1,2.0,0.0,8,pass,-3.0,1,0
28213,MIN,CHI,0.47,0.53,38.0,2,3,276.0,1176.0,2976.0,1,1.0,0.0,10,pass,-3.0,0,0
28214,MIN,CHI,0.49,0.51,38.0,2,3,269.0,1169.0,2969.0,1,2.0,0.0,10,run,-3.0,1,0
28215,MIN,CHI,0.49,0.51,31.0,2,3,222.0,1122.0,2922.0,1,3.0,0.0,3,run,-3.0,1,0
28216,MIN,CHI,0.46,0.54,25.0,2,3,177.0,1077.0,2877.0,1,1.0,0.0,10,run,-3.0,0,0
28217,MIN,CHI,0.47,0.53,19.0,2,3,135.0,1035.0,2835.0,1,2.0,0.0,4,run,-3.0,0,0
28218,MIN,CHI,0.49,0.51,20.0,2,3,91.0,991.0,2791.0,1,3.0,0.0,5,pass,-3.0,1,0
28219,MIN,CHI,0.46,0.54,14.0,2,3,62.0,962.0,2762.0,1,1.0,0.0,10,run,-3.0,0,0
28225,MIN,CHI,0.56,0.44,68.0,2,3,852.0,852.0,2652.0,2,1.0,0.0,10,pass,-3.0,1,0
28226,MIN,CHI,0.58,0.42,68.0,2,3,847.0,847.0,2647.0,2,2.0,0.0,10,run,-3.0,0,0
28227,MIN,CHI,0.6,0.4,67.0,2,3,804.0,804.0,2604.0,2,3.0,0.0,9,pass,-3.0,1,0
28244,MIN,CHI,0.81,0.19,73.0,2,3,352.0,352.0,2152.0,2,1.0,0.0,10,pass,-11.0,1,0
28245,MIN,CHI,0.82,0.18,73.0,2,3,347.0,347.0,2147.0,2,2.0,0.0,10,pass,-11.0,1,0
28246,MIN,CHI,0.84,0.16,78.0,2,3,304.0,304.0,2104.0,2,3.0,0.0,15,pass,-11.0,1,0
28263,MIN,CHI,0.88,0.12,75.0,1,1,50.0,50.0,1850.0,2,1.0,0.0,10,pass,-14.0,1,0
28264,MIN,CHI,0.87,0.13,68.0,1,1,44.0,44.0,1844.0,2,2.0,0.0,3,pass,-14.0,1,0
28265,MIN,CHI,0.87,0.13,57.0,1,1,39.0,39.0,1839.0,2,1.0,0.0,10,pass,-14.0,1,0
28267,MIN,CHI,0.84,0.16,32.0,1,0,25.0,25.0,1825.0,2,1.0,0.0,10,pass,-14.0,1,0
28279,MIN,CHI,0.88,0.12,76.0,3,3,682.0,1582.0,1582.0,3,1.0,0.0,10,run,-14.0,1,0
28280,MIN,CHI,0.9,0.1,77.0,3,3,644.0,1544.0,1544.0,3,2.0,0.0,11,pass,-14.0,1,0
28281,MIN,CHI,0.87,0.13,65.0,3,3,611.0,1511.0,1511.0,3,1.0,0.0,10,pass,-14.0,0,0
28282,MIN,CHI,0.86,0.14,54.0,3,3,575.0,1475.0,1475.0,3,1.0,0.0,10,run,-14.0,0,0
28283,MIN,CHI,0.87,0.13,55.0,3,3,531.0,1431.0,1431.0,3,2.0,0.0,11,pass,-14.0,1,0
28284,MIN,CHI,0.87,0.13,48.0,3,3,486.0,1386.0,1386.0,3,3.0,0.0,4,pass,-14.0,1,0
28294,MIN,CHI,0.84,0.16,31.0,3,3,202.0,1102.0,1102.0,3,1.0,0.0,10,pass,-14.0,1,0
28295,MIN,CHI,0.85,0.15,31.0,3,3,193.0,1093.0,1093.0,3,2.0,0.0,10,pass,-14.0,1,0
28296,MIN,CHI,0.85,0.15,22.0,3,3,151.0,1051.0,1051.0,3,3.0,0.0,1,pass,-14.0,0,0
28297,MIN,CHI,0.88,0.12,22.0,3,3,144.0,1044.0,1044.0,3,4.0,0.0,1,pass,-14.0,1,0
28298,MIN,CHI,0.84,0.16,17.0,3,3,112.0,1012.0,1012.0,3,1.0,0.0,10,pass,-14.0,1,0
28299,MIN,CHI,0.86,0.14,25.0,3,3,69.0,969.0,969.0,3,2.0,0.0,18,pass,-14.0,1,0
28300,MIN,CHI,0.87,0.13,18.0,3,3,21.0,921.0,921.0,3,3.0,0.0,11,pass,-14.0,1,0
28307,MIN,CHI,0.77,0.23,29.0,3,3,859.0,859.0,859.0,4,1.0,0.0,10,pass,-11.0,1,0
28308,MIN,CHI,0.76,0.24,18.0,3,3,824.0,824.0,824.0,4,1.0,0.0,10,run,-11.0,0,0
28309,MIN,CHI,0.78,0.22,20.0,3,3,787.0,787.0,787.0,4,2.0,0.0,12,pass,-11.0,1,0
28310,MIN,CHI,0.78,0.22,10.0,3,3,753.0,753.0,753.0,4,3.0,0.0,2,pass,-11.0,1,0
28321,MIN,CHI,0.83,0.17,89.0,3,3,518.0,518.0,518.0,4,1.0,0.0,10,pass,-8.0,1,0
28323,MIN,CHI,0.93,0.07,74.0,3,3,504.0,504.0,504.0,4,1.0,0.0,10,pass,-14.0,1,0
28324,MIN,CHI,0.92,0.08,65.0,3,3,477.0,477.0,477.0,4,2.0,0.0,1,run,-14.0,1,1
28325,MIN,CHI,0.92,0.08,64.0,3,3,447.0,447.0,447.0,4,1.0,0.0,10,pass,-14.0,1,1
28326,MIN,CHI,0.92,0.08,58.0,3,3,420.0,420.0,420.0,4,2.0,0.0,4,pass,-14.0,1,1
28327,MIN,CHI,0.91,0.09,45.0,3,3,391.0,391.0,391.0,4,1.0,0.0,10,pass,-14.0,1,1
28328,MIN,CHI,0.92,0.08,41.0,3,3,365.0,365.0,365.0,4,2.0,0.0,6,pass,-14.0,1,1
28329,MIN,CHI,0.91,0.09,30.0,3,3,343.0,343.0,343.0,4,1.0,0.0,10,pass,-14.0,1,1
28330,MIN,CHI,0.92,0.08,30.0,3,3,337.0,337.0,337.0,4,2.0,0.0,10,pass,-14.0,1,0
28332,MIN,CHI,0.9,0.1,20.0,3,3,326.0,326.0,326.0,4,1.0,0.0,10,pass,-14.0,1,0
28333,MIN,CHI,0.91,0.09,20.0,3,3,320.0,320.0,320.0,4,2.0,0.0,10,pass,-14.0,1,0
28334,MIN,CHI,0.92,0.08,13.0,3,3,295.0,295.0,295.0,4,3.0,0.0,3,pass,-14.0,1,1
28336,MIN,CHI,0.84,0.16,1.0,3,3,291.0,291.0,291.0,4,4.0,1.0,0,pass,-8.0,0,0
28351,MIN,CHI,0.92,0.08,75.0,1,1,168.0,168.0,168.0,4,1.0,0.0,10,pass,-9.0,1,0
28352,MIN,CHI,0.93,0.07,75.0,1,1,161.0,161.0,161.0,4,2.0,0.0,10,pass,-9.0,1,0
28353,MIN,CHI,0.91,0.09,62.0,1,1,155.0,155.0,155.0,4,1.0,0.0,10,pass,-9.0,1,0
28354,MIN,CHI,0.88,0.12,44.0,1,1,147.0,147.0,147.0,4,1.0,0.0,10,pass,-9.0,1,0
28355,MIN,CHI,0.92,0.08,46.0,1,1,126.0,126.0,126.0,4,2.0,0.0,12,pass,-9.0,1,1
28357,MIN,CHI,0.91,0.09,37.0,1,1,119.0,119.0,119.0,4,3.0,0.0,3,pass,-9.0,1,0
28358,MIN,CHI,0.89,0.11,26.0,1,1,113.0,113.0,113.0,4,1.0,0.0,10,pass,-9.0,1,0
28359,MIN,CHI,0.91,0.09,26.0,1,1,108.0,108.0,108.0,4,2.0,0.0,10,pass,-9.0,1,0
28360,MIN,CHI,0.89,0.11,10.0,1,1,84.0,84.0,84.0,4,1.0,1.0,10,pass,-9.0,1,1
28361,MIN,CHI,0.91,0.09,10.0,1,1,80.0,80.0,80.0,4,2.0,1.0,10,run,-9.0,1,0
28362,MIN,CHI,0.96,0.04,5.0,1,1,52.0,52.0,52.0,4,3.0,1.0,5,pass,-9.0,1,1
28363,MIN,CHI,0.79,0.21,2.0,1,1,48.0,48.0,48.0,4,4.0,0.0,0,pass,-3.0,0,0
30823,MIN,MIN,0.5,0.5,75.0,3,3,900.0,1800.0,3600.0,1,1.0,0.0,10,pass,0.0,1,0
30824,MIN,MIN,0.5,0.5,70.0,3,3,867.0,1767.0,3567.0,1,2.0,0.0,5,pass,0.0,0,0
30825,MIN,MIN,0.52,0.48,66.0,3,3,823.0,1723.0,3523.0,1,3.0,0.0,1,run,0.0,0,0
30833,MIN,MIN,0.49,0.51,76.0,2,3,674.0,1574.0,3374.0,1,1.0,0.0,10,pass,0.0,1,0
30834,MIN,MIN,0.43,0.57,86.0,2,3,627.0,1527.0,3327.0,1,2.0,0.0,20,pass,0.0,1,0
30835,MIN,MIN,0.43,0.57,80.0,2,3,581.0,1481.0,3281.0,1,3.0,0.0,14,pass,0.0,1,0
30847,MIN,MIN,0.29,0.71,75.0,2,3,354.0,1254.0,3054.0,1,1.0,0.0,10,run,-7.0,0,0
30848,MIN,MIN,0.33,0.67,66.0,2,3,316.0,1216.0,3016.0,1,2.0,0.0,1,run,-7.0,0,0
30849,MIN,MIN,0.32,0.68,63.0,2,3,298.0,1198.0,2998.0,1,1.0,0.0,10,pass,-7.0,1,0
30850,MIN,MIN,0.36,0.64,54.0,2,3,260.0,1160.0,2960.0,1,2.0,0.0,1,run,-7.0,0,0
30851,MIN,MIN,0.35,0.65,50.0,2,3,223.0,1123.0,2923.0,1,1.0,0.0,10,pass,-7.0,1,0
30852,MIN,MIN,0.39,0.61,26.0,2,3,180.0,1080.0,2880.0,1,1.0,0.0,10,pass,-7.0,0,0
30865,MIN,MIN,0.27,0.73,75.0,2,3,856.0,856.0,2656.0,2,1.0,0.0,10,pass,-7.0,1,0
30866,MIN,MIN,0.31,0.69,58.0,2,3,819.0,819.0,2619.0,2,1.0,0.0,10,run,-7.0,1,0
30867,MIN,MIN,0.31,0.69,55.0,2,3,784.0,784.0,2584.0,2,2.0,0.0,7,pass,-7.0,0,0
30868,MIN,MIN,0.28,0.72,55.0,2,3,780.0,780.0,2580.0,2,3.0,0.0,7,pass,-7.0,1,0
30869,MIN,MIN,0.34,0.66,45.0,2,3,748.0,748.0,2548.0,2,1.0,0.0,10,pass,-7.0,1,0
30870,MIN,MIN,0.32,0.68,45.0,2,3,745.0,745.0,2545.0,2,2.0,0.0,10,run,-7.0,0,0
30871,MIN,MIN,0.32,0.68,40.0,2,3,706.0,706.0,2506.0,2,3.0,0.0,5,pass,-7.0,1,0
30872,MIN,MIN,0.37,0.63,30.0,2,3,667.0,667.0,2467.0,2,1.0,0.0,10,pass,-7.0,0,0
30879,MIN,MIN,0.48,0.52,83.0,2,3,537.0,537.0,2337.0,2,1.0,0.0,10,run,0.0,1,0
30880,MIN,MIN,0.47,0.53,82.0,2,3,502.0,502.0,2302.0,2,2.0,0.0,9,pass,0.0,0,0
30881,MIN,MIN,0.57,0.43,49.0,2,3,453.0,453.0,2253.0,2,1.0,0.0,10,pass,0.0,1,0
30882,MIN,MIN,0.59,0.41,38.0,2,3,408.0,408.0,2208.0,2,1.0,0.0,10,pass,0.0,0,0
30883,MIN,MIN,0.59,0.41,32.0,2,3,376.0,376.0,2176.0,2,2.0,0.0,4,pass,0.0,1,0
30885,MIN,MIN,0.57,0.43,29.0,1,3,328.0,328.0,2128.0,2,3.0,0.0,1,run,0.0,0,0
30894,MIN,MIN,0.46,0.54,90.0,1,3,175.0,175.0,1975.0,2,1.0,0.0,10,run,0.0,0,0
30896,MIN,MIN,0.47,0.53,87.0,1,2,171.0,171.0,1971.0,2,2.0,0.0,7,pass,0.0,1,0
30897,MIN,MIN,0.49,0.51,79.0,1,2,136.0,136.0,1936.0,2,1.0,0.0,10,run,0.0,1,0
30899,MIN,MIN,0.47,0.53,80.0,1,2,120.0,120.0,1920.0,2,2.0,0.0,11,pass,0.0,1,0
30902,MIN,MIN,0.51,0.49,79.0,1,1,113.0,113.0,1913.0,2,3.0,0.0,10,pass,0.0,1,0
30904,MIN,MIN,0.53,0.47,74.0,1,1,99.0,99.0,1899.0,2,1.0,0.0,20,pass,0.0,1,0
30905,MIN,MIN,0.52,0.48,72.0,1,1,70.0,70.0,1870.0,2,2.0,0.0,18,pass,0.0,1,1
30906,MIN,MIN,0.53,0.47,61.0,1,1,27.0,27.0,1827.0,2,3.0,0.0,7,pass,0.0,1,1
30908,MIN,MIN,0.55,0.45,53.0,0,1,22.0,22.0,1822.0,2,1.0,0.0,10,pass,0.0,1,0
30921,MIN,MIN,0.51,0.49,75.0,3,3,692.0,1592.0,1592.0,3,1.0,0.0,10,run,0.0,0,0
30922,MIN,MIN,0.5,0.5,72.0,3,3,653.0,1553.0,1553.0,3,2.0,0.0,7,pass,0.0,1,0
30923,MIN,MIN,0.47,0.53,72.0,3,3,648.0,1548.0,1548.0,3,3.0,0.0,7,run,0.0,1,0
30930,MIN,MIN,0.59,0.41,44.0,3,2,441.0,1341.0,1341.0,3,1.0,0.0,10,pass,0.0,1,0
30931,MIN,MIN,0.62,0.38,31.0,3,2,398.0,1298.0,1298.0,3,1.0,0.0,10,pass,0.0,1,0
30932,MIN,MIN,0.62,0.38,26.0,3,2,367.0,1267.0,1267.0,3,2.0,0.0,5,pass,0.0,1,0
30933,MIN,MIN,0.64,0.36,13.0,3,2,329.0,1229.0,1229.0,3,1.0,0.0,10,run,0.0,0,0
30934,MIN,MIN,0.62,0.38,14.0,3,2,300.0,1200.0,1200.0,3,2.0,0.0,11,run,0.0,1,0
30935,MIN,MIN,0.6,0.4,10.0,3,2,254.0,1154.0,1154.0,3,3.0,0.0,7,pass,0.0,1,0
30943,MIN,MIN,0.73,0.27,31.0,3,2,106.0,1006.0,1006.0,3,1.0,0.0,10,pass,3.0,1,0
30944,MIN,MIN,0.72,0.28,31.0,3,2,101.0,1001.0,1001.0,3,2.0,0.0,10,run,3.0,0,0
30945,MIN,MIN,0.75,0.25,19.0,3,2,62.0,962.0,962.0,3,1.0,0.0,10,run,3.0,1,0
30946,MIN,MIN,0.75,0.25,14.0,3,2,36.0,936.0,936.0,3,2.0,0.0,5,pass,3.0,0,0
30956,MIN,MIN,0.82,0.18,93.0,3,2,768.0,768.0,768.0,4,1.0,0.0,10,run,10.0,0,0
30957,MIN,MIN,0.82,0.18,88.0,3,2,730.0,730.0,730.0,4,2.0,0.0,5,run,10.0,0,0
30958,MIN,MIN,0.85,0.15,80.0,3,2,684.0,684.0,684.0,4,1.0,0.0,10,run,10.0,0,0
30959,MIN,MIN,0.86,0.14,76.0,3,2,642.0,642.0,642.0,4,2.0,0.0,6,pass,10.0,0,0
30960,MIN,MIN,0.84,0.16,76.0,3,2,638.0,638.0,638.0,4,3.0,0.0,6,pass,10.0,1,0
30961,MIN,MIN,0.9,0.1,56.0,3,2,602.0,602.0,602.0,4,1.0,0.0,10,run,10.0,1,0
30962,MIN,MIN,0.91,0.09,50.0,3,2,560.0,560.0,560.0,4,2.0,0.0,4,run,10.0,0,0
30963,MIN,MIN,0.91,0.09,47.0,3,2,519.0,519.0,519.0,4,3.0,0.0,1,pass,10.0,0,0
30964,MIN,MIN,0.93,0.07,34.0,3,2,481.0,481.0,481.0,4,1.0,0.0,10,run,10.0,0,0
30965,MIN,MIN,0.93,0.07,32.0,3,2,446.0,446.0,446.0,4,2.0,0.0,8,run,10.0,0,0
30966,MIN,MIN,0.93,0.07,29.0,3,2,406.0,406.0,406.0,4,3.0,0.0,5,pass,10.0,1,0
30968,MIN,MIN,0.95,0.05,15.0,3,2,351.0,351.0,351.0,4,1.0,0.0,10,run,10.0,0,0
30970,MIN,MIN,0.94,0.06,18.0,3,1,347.0,347.0,347.0,4,2.0,0.0,13,pass,10.0,1,0
30971,MIN,MIN,0.94,0.06,18.0,3,1,342.0,342.0,342.0,4,3.0,0.0,13,run,10.0,1,0
30972,MIN,MIN,0.94,0.06,7.0,3,1,294.0,294.0,294.0,4,4.0,0.0,2,pass,10.0,1,0
30983,MIN,MIN,0.95,0.05,41.0,3,1,139.0,139.0,139.0,4,1.0,0.0,10,run,7.0,0,0
30985,MIN,MIN,0.95,0.05,40.0,3,0,135.0,135.0,135.0,4,2.0,0.0,9,run,7.0,0,0
30987,MIN,MIN,0.95,0.05,37.0,3,0,120.0,120.0,120.0,4,3.0,0.0,6,pass,7.0,1,0
33498,MIN,NE,0.5,0.5,75.0,3,3,900.0,1800.0,3600.0,1,1.0,0.0,10,pass,0.0,1,0
33499,MIN,NE,0.52,0.48,75.0,3,3,897.0,1797.0,3597.0,1,2.0,0.0,10,run,0.0,0,0
33500,MIN,NE,0.54,0.46,73.0,3,3,855.0,1755.0,3555.0,1,3.0,0.0,8,pass,0.0,1,0
33513,MIN,NE,0.7,0.3,75.0,3,3,573.0,1473.0,3273.0,1,1.0,0.0,10,pass,-7.0,1,0
33514,MIN,NE,0.7,0.3,70.0,3,3,534.0,1434.0,3234.0,1,2.0,0.0,5,run,-7.0,1,0
33515,MIN,NE,0.67,0.33,65.0,3,3,502.0,1402.0,3202.0,1,1.0,0.0,10,pass,-7.0,0,0
33516,MIN,NE,0.64,0.36,55.0,3,3,461.0,1361.0,3161.0,1,1.0,0.0,10,run,-7.0,0,0
33517,MIN,NE,0.59,0.41,23.0,3,3,422.0,1322.0,3122.0,1,1.0,0.0,10,run,-7.0,1,0
33518,MIN,NE,0.6,0.4,22.0,3,3,380.0,1280.0,3080.0,1,2.0,0.0,9,pass,-7.0,1,0
33519,MIN,NE,0.64,0.36,30.0,3,3,335.0,1235.0,3035.0,1,3.0,0.0,17,pass,-7.0,1,0
33528,MIN,NE,0.75,0.25,90.0,3,3,154.0,1054.0,2854.0,1,1.0,0.0,10,run,-7.0,1,0
33529,MIN,NE,0.76,0.24,86.0,3,3,117.0,1017.0,2817.0,1,2.0,0.0,6,pass,-7.0,1,0
33530,MIN,NE,0.74,0.26,81.0,3,3,70.0,970.0,2770.0,1,3.0,0.0,1,pass,-7.0,1,0
